Health: 732; Armor: 0; MR: 8; Gold: 2110
Health: 750; Armor: 0; MR: 11; Gold: 2210
Health: 4; Armor: 0; MR: 128; Gold: 2350
Health: 782; Armor: 0; MR: 16; Gold: 2380
Health: 844; Armor: 0; MR: 25; Gold: 2710
Health: 900; Armor: 0; MR: 33; Gold: 3010
Health: 913; Armor: 0; MR: 35; Gold: 3080
Health: 964; Armor: 0; MR: 43; Gold: 3350
Health: 990; Armor: 0; MR: 46; Gold: 3490
Health: 992; Armor: 0; MR: 47; Gold: 3500
Health: 1009; Armor: 0; MR: 49; Gold: 3590
Health: 1031; Armor: 0; MR: 53; Gold: 3710
Health: 1033; Armor: 0; MR: 53; Gold: 3720
Health: 1037; Armor: 0; MR: 53; Gold: 3740
Health: 1039; Armor: 0; MR: 54; Gold: 3750
Health: 1041; Armor: 0; MR: 54; Gold: 3760
Health: 1043; Armor: 0; MR: 54; Gold: 3770
Health: 1044; Armor: 0; MR: 54; Gold: 3780
Health: 1046; Armor: 0; MR: 55; Gold: 3790
Health: 1048; Armor: 0; MR: 55; Gold: 3800
Health: 1050; Armor: 0; MR: 55; Gold: 3810
Health: 1052; Armor: 0; MR: 56; Gold: 3820
Health: 1054; Armor: 0; MR: 56; Gold: 3830
Health: 1056; Armor: 0; MR: 56; Gold: 3840
Health: 1058; Armor: 0; MR: 56; Gold: 3850
Health: 1059; Armor: 0; MR: 57; Gold: 3860
Health: 1061; Armor: 0; MR: 57; Gold: 3870
Health: 1063; Armor: 0; MR: 57; Gold: 3880
Health: 1065; Armor: 0; MR: 58; Gold: 3890
Health: 1067; Armor: 0; MR: 58; Gold: 3900
Health: 1069; Armor: 0; MR: 58; Gold: 3910
Health: 1071; Armor: 0; MR: 58; Gold: 3920
Health: 1073; Armor: 0; MR: 59; Gold: 3930
Health: 1074; Armor: 0; MR: 59; Gold: 3940
Health: 1076; Armor: 0; MR: 59; Gold: 3950
Health: 1078; Armor: 0; MR: 60; Gold: 3960
Health: 1080; Armor: 0; MR: 60; Gold: 3970
Health: 1082; Armor: 0; MR: 60; Gold: 3980
Health: 1084; Armor: 0; MR: 60; Gold: 3990
Health: 1086; Armor: 0; MR: 61; Gold: 4000
Health: 1088; Armor: 0; MR: 61; Gold: 4010
Health: 1089; Armor: 0; MR: 61; Gold: 4020
Health: 1091; Armor: 0; MR: 61; Gold: 4030
Health: 1093; Armor: 0; MR: 62; Gold: 4040
Health: 1095; Armor: 0; MR: 62; Gold: 4050
Health: 1097; Armor: 0; MR: 62; Gold: 4060
Health: 1099; Armor: 0; MR: 63; Gold: 4070
Health: 1101; Armor: 0; MR: 63; Gold: 4080
Health: 1102; Armor: 0; MR: 63; Gold: 4090
Health: 1104; Armor: 0; MR: 63; Gold: 4100
Health: 1106; Armor: 0; MR: 64; Gold: 4110
Health: 1108; Armor: 0; MR: 64; Gold: 4120
Health: 1110; Armor: 0; MR: 64; Gold: 4130
Health: 1112; Armor: 0; MR: 65; Gold: 4140
Health: 1114; Armor: 0; MR: 65; Gold: 4150
Health: 1116; Armor: 0; MR: 65; Gold: 4160
Health: 1117; Armor: 0; MR: 65; Gold: 4170
Health: 1119; Armor: 0; MR: 66; Gold: 4180
Health: 1121; Armor: 0; MR: 66; Gold: 4190
Health: 1123; Armor: 0; MR: 66; Gold: 4200
Health: 1125; Armor: 0; MR: 66; Gold: 4210
Health: 1127; Armor: 0; MR: 67; Gold: 4220
Health: 1129; Armor: 0; MR: 67; Gold: 4230
Health: 1131; Armor: 0; MR: 67; Gold: 4240
Health: 1132; Armor: 0; MR: 68; Gold: 4250
Health: 1134; Armor: 0; MR: 68; Gold: 4260
Health: 1136; Armor: 0; MR: 68; Gold: 4270
Health: 1138; Armor: 0; MR: 68; Gold: 4280
Health: 1140; Armor: 0; MR: 69; Gold: 4290
Health: 1142; Armor: 0; MR: 69; Gold: 4300
Health: 1144; Armor: 0; MR: 69; Gold: 4310
Health: 1146; Armor: 0; MR: 69; Gold: 4320
Health: 1147; Armor: 0; MR: 70; Gold: 4330
Health: 1149; Armor: 0; MR: 70; Gold: 4340
Health: 1151; Armor: 0; MR: 70; Gold: 4350
Health: 1153; Armor: 0; MR: 71; Gold: 4360
Health: 1155; Armor: 0; MR: 71; Gold: 4370
Health: 1157; Armor: 0; MR: 71; Gold: 4380
Health: 1159; Armor: 0; MR: 71; Gold: 4390
Health: 1161; Armor: 0; MR: 72; Gold: 4400
Health: 1162; Armor: 0; MR: 72; Gold: 4410
Health: 1164; Armor: 0; MR: 72; Gold: 4420
Health: 1166; Armor: 0; MR: 73; Gold: 4430
Health: 1168; Armor: 0; MR: 73; Gold: 4440
Health: 1170; Armor: 0; MR: 73; Gold: 4450
Health: 1172; Armor: 0; MR: 73; Gold: 4460
Health: 1174; Armor: 0; MR: 74; Gold: 4470
Health: 1176; Armor: 0; MR: 74; Gold: 4480
Health: 1177; Armor: 0; MR: 74; Gold: 4490
Health: 1179; Armor: 0; MR: 75; Gold: 4500
Health: 1181; Armor: 0; MR: 75; Gold: 4510
Health: 1183; Armor: 0; MR: 75; Gold: 4520
Health: 1185; Armor: 0; MR: 75; Gold: 4530
Health: 1187; Armor: 0; MR: 76; Gold: 4540
Health: 1189; Armor: 0; MR: 76; Gold: 4550
Health: 1191; Armor: 0; MR: 76; Gold: 4560
Health: 1192; Armor: 0; MR: 76; Gold: 4570
Health: 1194; Armor: 0; MR: 77; Gold: 4580
Health: 1196; Armor: 0; MR: 77; Gold: 4590
Health: 1198; Armor: 0; MR: 77; Gold: 4600
Health: 1200; Armor: 0; MR: 78; Gold: 4610
Health: 1202; Armor: 0; MR: 78; Gold: 4620
Health: 1204; Armor: 0; MR: 78; Gold: 4630
Health: 1205; Armor: 0; MR: 78; Gold: 4640
Health: 1207; Armor: 0; MR: 79; Gold: 4650
Health: 1209; Armor: 0; MR: 79; Gold: 4660
Health: 1211; Armor: 0; MR: 79; Gold: 4670
Health: 1213; Armor: 0; MR: 79; Gold: 4680
Health: 1215; Armor: 0; MR: 80; Gold: 4690
Health: 1217; Armor: 0; MR: 80; Gold: 4700
Health: 1219; Armor: 0; MR: 80; Gold: 4710
Health: 1220; Armor: 0; MR: 81; Gold: 4720
Health: 1222; Armor: 0; MR: 81; Gold: 4730
Health: 1224; Armor: 0; MR: 81; Gold: 4740
Health: 1226; Armor: 0; MR: 81; Gold: 4750
Health: 1228; Armor: 0; MR: 82; Gold: 4760
Health: 1230; Armor: 0; MR: 82; Gold: 4770
